Salt and Pepper Noise
Params: {'bigWindow': 14, 'smallWindow': 2, 'h': 1, 'scale': 2}
NOISY,GAUSSIAN FILTER on NOISE,NLM FILTER on NOISE
22.072240184810617,24.022188847909437,25.3073544694127

13.552708625793457

