Salt and Pepper Noise
Params: {'bigWindow': 14, 'smallWindow': 4, 'h': 1, 'scale': 2}
NOISY,GAUSSIAN FILTER on NOISE,NLM FILTER on NOISE
21.008686393375584,22.926679508998305,26.568973086310486

5.56405782699585

