Salt and Pepper Noise
Params: {'bigWindow': 14, 'smallWindow': 2, 'h': 1, 'scale': 2}
NOISY,GAUSSIAN FILTER on NOISE,NLM FILTER on NOISE
22.08603989901407,24.080177383701844,29.98494182909214

19.475555181503296

