Salt and Pepper Noise
Params: {'bigWindow': 20, 'smallWindow': 4, 'h': 1, 'scale': 2}
NOISY,GAUSSIAN FILTER on NOISE,NLM FILTER on NOISE
22.31253167112813,24.252189083896546,22.833968683405196

61.05772256851196

