Salt and Pepper Noise
Params: {'bigWindow': 20, 'smallWindow': 2, 'h': 1, 'scale': 2}
NOISY,GAUSSIAN FILTER on NOISE,NLM FILTER on NOISE
22.31253167112813,24.252189083896546,21.63480190749173

70.55423951148987

